artist,genres
A Country Western,Slacker Rock
A CERTAIN RATIO -,Post-Punk/Funk/Dance-Punk
Frigid Pink,
Funky DL,UK Hip Hop/Jazz Rap/Instrumental Hip Hop
Fly By Nightcore,Techno/Electro/Electronic
Gerry Rafferty,Pop Rock/Soft Rock/Folk Rock
Mandy Moore & Zachary Levi,Teen Pop/Pop/Pop Rock
MIYAVI,Pop Rock/J-Rock/Electropop
Gerry Cinnamon,Pop Rock/Singer-Songwriter
Anti Lilly & Devante Hunter,
John Parr,AOR/Pop Rock/Film Soundtrack
"Jasmine Thompson,Trinix",
Manchester Orchestra,Indie Rock/Alternative Rock/Indie Folk
Galantis,Festival Progressive House/Tropical House/Electropop
Anna Nalick,Singer-Songwriter/Pop Rock/Acoustic Rock
Squirrel Flower,Singer-Songwriter/Indie Folk/Slowcore
The Dismemberment Plan,Indie Rock/Post-Punk Revival/Indie Pop
The Establishment,
The Dirty Mac,
GOT7,K-Pop/J-Pop/Contemporary R&B
Jean-Luc Ponty,Jazz Fusion/Jazz-Rock/Free Jazz
The Everly Brothers,Close Harmony/Pop/Country Pop
Leah Kate,Pop Punk/Pop Rock/Alt-Pop
The Expanding Universe,
Geek Music,
Geinoh Yamashirogumi,Tribal Ambient/New Age/Choral
La Luz,Surf Rock/Neo-Psychedelia/Indie Surf
b'&',b'City Pop'
Fred again..,Progressive House/Garage House/Future Garage
Gel,Hardcore Punk
Jordana & TV Girl,Indie Pop/Bedroom Pop/Indie Rock
Makoto Matsushita,
Panchiko,Indie Rock
The Dodos,Indie Folk/Indie Rock/Indie Pop
Jerry Goldsmith,Film Score/Cinematic Classical/Film Soundtrack
Orminge - T.G.T.B. - Stockholm Soul,Darkwave
Aoife O'Donovan,Singer-Songwriter/Americana
The Dresden Dolls,Dark Cabaret/Piano Rock/Alternative Rock
Speedy West,Western Swing
AnimalJam,Post-Hardcore/Math Rock
The Dream Academy,Sophisti-Pop/Pop Rock
Ganser,Noise Rock/Post-Punk
Gary Numan,Industrial Rock/Synthpop/New Wave
Sum 41,Pop Punk/Skate Punk/Melodic Hardcore
Jazz Spastiks,Jazz Rap/Instrumental Hip Hop/Boom Bap
j^p^n,Lo-Fi Hip Hop
Adekunle Gold,Afrobeats
Garrett Noah,Big Beat
Leblanc and Carr,
Jordin Sparks,Contemporary R&B/Pop/Dance-Pop
The Hu,
Jason Derulo,Dance-Pop/Electropop/Contemporary R&B
SHEL,
Self Defense Family,Post-Hardcore/Emo/Post-Punk
Spin Doctors,Alternative Rock/Pop Rock/Blues Rock
Jon McKiel,Indie Folk
Lee Bains + The Glory Fires,Southern Rock
The Go! Team,Indietronica/Indie Pop/Indie Rock
Foreigner,
The Depreciation Guild,Shoegaze/Dream Pop
Magic City Hippies,Synth Funk
George Michael,Dance-Pop/Pop/Contemporary R&B
SICK CVNT,New York Hardcore/Hardcore Punk
Madds Buckley,
The Flying Pickets,A cappella/Pop/Vocal Group
Adam Melchor,
Arcade Fire & Owen Pallett,Indie Rock/Synthpop/Alternative Dance
Antonio Ocasio,
Orchestral Manoeuvres In the Dark,Synthpop/Dance-Pop/Film Soundtrack
French Police,Post-Punk/Coldwave
Sun Ra & His Astro-Infinity Arkestra,Free Jazz/Avant-Garde Jazz/Post-Bop
Free Nationals,Psychedelic Soul/Neo-Soul
Freddie Dredd,Memphis Rap/Trap
Mallrat,Alt-Pop/Alternative R&B
Jorge Jimenez Ft. Ray Bayona,
The Immediate Family,
Foxing,Indie Rock/Indie Pop/Midwest Emo
umru,Hyperpop/Bubblegum Bass
General Public,Pop Rock
La Sonora Matancera,Guaracha
Fox Academy,Bedroom Pop/Indie Folk
Foushe�,Alternative R&B/Neo-Soul/Alt-Pop
The Greeting Committee,Indie Pop/Indie Rock
The Dickies,Punk Rock/Pop Punk
SE SO NEON,Indie Rock/Indie Pop
The Flannel Attractions,Pop Rock/New Wave
The Isley Brothers,Soul/Funk/Smooth Soul
Limes,
Giant Claw,Progressive Electronic/Glitch/Chiptune
JPEGMAFIA,Cloud Rap/Industrial Hip Hop/Experimental Hip Hop
Horii Katsumi Project,City Pop/Jazz Fusion/Smooth Jazz
Palace,Indie Rock/Indie Pop
JOHN FRANEAVILLA -,
JONATHAN X AND BLACK HEAT -,
Hooky,
POLO PERKS <3 <3 <3,East Coast Hip Hop/Trap/Plugg
Hoodoo Gurus,Power Pop/Garage Rock/Jangle Pop
slchld,
Taj Mahal,Blues/Acoustic Blues/Blues Rock
Albert Hammond,Singer-Songwriter/Pop/Pop Rock
Homer & Jethro,Progressive Rock/Psychedelic Rock
"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Film Score/Television Music/Film Soundtrack
Steven Falcon,
Tacoma Radar,
Taio Cruz,Dance-Pop/Electropop/Contemporary R&B
Steven Universe,
Joanne Robertson,
TUPELO CHAIN SEX -,Art Punk
TUMOR CIRCUS -,Noise Rock
TULIPS -,Noise Rock
Hunx & His Punx,Garage Rock
TOWEL -,
Sam Gellaitry,Future Bass/Dance-Pop/Synth Funk
Lil Yen,Trap/Pop Rap/Bop
PRIMITIVE HANDS -,
TRICKY WOO -,
Howard Shore & Ornette Coleman,Film Score/Cinematic Classical/Film Soundtrack
Joan Osborne,Pop Rock/Blue-Eyed Soul/Christmas Music
TRIPLE FORBIDDEN TABOO -,
TRIPLE XXX GIRLS -,New Wave
TROUSER -,
TROUT LYNCH -,
Loona,K-Pop/Dance-Pop/Electropop
Hot Mulligan,Emo/Pop Punk
TRUNK FEDERATION -,
Saucy Santana,Southern Hip Hop/Trap/Pop Rap
Save Ferris,Ska Punk/Third Wave Ska
TOTO,AOR/Pop Rock/Yacht Rock
ARNO KLEINI! -,Chanson
Jet,
Tavares,Disco/Soul/Smooth Soul
Alfie Templeman,Indie Pop/Indie Rock/Dance-Pop
Stevie Ray Vaughan,Blues Rock/Electric Texas Blues/Electric Blues
Latto,Southern Hip Hop/Trap/Memphis Rap
PARTYNEXTDOOR,Alternative R&B/Contemporary R&B/Afrobeats
Jessie Ware,Dance-Pop/Nu-Disco/Electro-Disco
Safety Trance & Arca,Latin Electronic
Steppenwolf,Hard Rock/Psychedelic Rock/Blues Rock
Aidan Bissett,
Loudon Wainwright III,Singer-Songwriter/Contemporary Folk/Film Soundtrack
Picturesque,Post-Hardcore
Louie Vega,House/Funky House
Teedra Moses,Contemporary R&B
Heavens to Betsy,
Heavenly,
"Heroes Glory - DOMINANT PATRI - Heroes Glory One Sided 12"" (2022 Reissue)",
Saint Etienne,Indie Pop/Alternative Dance/Synthpop
rockwell,Synth Funk/Dance-Pop
Tasha,
Los Cantores de Bayamon,Hispanic American Folk Music
Alemayehu Eshete,Tizita/Ethio-Jazz/Soul
shirley kwan,Cantopop/J-Pop
Hockey Dad,Indie Rock
Talib Kweli,East Coast Hip Hop/Conscious Hip Hop/Chipmunk Soul
Talib Kweli & Hi-Tek,East Coast Hip Hop/Conscious Hip Hop/Chipmunk Soul
Talk Down,Post-Grunge/Pop Rock/Alternative Rock
Stephen Sanchez,Pop Soul/Blue-Eyed Soul/Indie Pop
Joe Bonamassa,Blues Rock/Acoustic Blues/Hard Rock
Tally Hall,Indie Pop/Pop Rock/Indie Rock
Stephen Malkmus,Indie Rock/Indietronica/Indie Pop
Alexandra Savior,Indie Pop/Psychedelic Pop/Neo-Psychedelia
Hikaru Utada,J-Pop/Contemporary R&B/Dance-Pop
Saint�,UK Hip Hop/Trap
Joe Corti,Nu-Disco
Hurlee,
Joan Armatrading,Singer-Songwriter/Folk Rock/Pop Rock
Lido Pimienta,Art Pop/Latin Electronic/Cumbia
THE SPACE INVADERS -,
Iramo,
Jill Scott,Neo-Soul/Contemporary R&B
T. TEX EDWARDS & LITHIUM X MAS -,
Abbie Ozard,None
Inova,
JEFF DAHL -,Punk Rock
THE SENSATIONAL ALEX HARVEY BAND -,Glam Rock/Hard Rock
Inhaler,Post-Punk Revival/Indie Rock
Incendiary,Metalcore/New York Hardcore
Lilly Hiatt,Alt-Country/Singer-Songwriter
Parannoul,Shoegaze/Emo/Noise Pop
Indigo De Souza,Indie Rock/Slacker Rock
THE TIMES -,Mod Revival/Indie Pop/Baggy
Indian Wells,
T-Rextasy,Indie Pop
India.Arie,Neo-Soul/Contemporary R&B
THE METERS -,Funk/Deep Funk/New Orleans R&B
JAWNY,Bedroom Pop/Indie Pop/Hypnagogic Pop
Irma Thomas,Southern Soul/Soul/New Orleans R&B
THE JIVE TURKEYS -,
THE (VERY NICE) PLANTS -,
Akbar,Boom Bap
THE BLSSM,
Akiko Mizuhara,City Pop
THE BYRDS -,Folk Rock/Psychedelic Rock/Country Rock
yasuha,City Pop
Abner Jay,Country Blues
Linda Ronstadt,Country Rock/Pop/Pop Rock
Lilys,None
Sarah & Christian Dugas,
THE DANDY WARHOLS -,Neo-Psychedelia/Alternative Rock/Indie Rock
Link Wray,Rock & Roll/Rockabilly/Garage Rock
JACK YAK -,
Linkin Park,Alternative Rock/Nu Metal/Rap Rock
Jim Legxacy,Alternative R&B
JIMMY SMITH -,
In the Woods...,Progressive Metal/Atmospheric Black Metal/Avant-Garde Metal
Hypermix Sound System,Alternative Dance/Dance-Punk/Pop Rock
IDLES,Post-Punk/Post-Hardcore/Art Punk
IZ*ONE,J-Pop/Dance-Pop/K-Pop
Liliana,
Samm Henshaw,Contemporary R&B
THE WOLVERTON BROTHERS -,
THE YARD APES -,
INXS,Pop Rock/New Wave/Alternative Rock
ILLENIUM,Melodic Dubstep/Future Bass/Electronic Dance Music
THE YOUNG PROFESSIONALS -,
Imprecation - Devil's Furnace - In Nomine Diaboli,
Steve Earle,Americana/Country Rock/Alt-Country
Jiwoo,
TLC,Contemporary R&B/New Jack Swing/Pop
Sam Smith,
Steve Conte,
I Monster,Trip Hop/Neo-Psychedelia
Sylvan Esso,Indietronica/Electropop/Glitch Pop
THE WILD STARES -,Post-Punk/Indie Rock
Jimmy Hall,
Ian Munsick,
THE WESTERN FRONT -,Cowpunk
THE TROLLS -,
THE TV BABIES -,
Parcels,Nu-Disco/Boogie/Disco
THE UNTAMED YOUTH -,Surf Rock/Garage Rock Revival
Sarah and the Sundays,
Little Village,Roots Rock
System Of A Down,Alternative Metal/Alternative Rock/Avant-Garde Metal
THE VENDETTAS -,
Iggy Pop,Alternative Rock/Hard Rock/New Wave
AZ,East Coast Hip Hop/Boom Bap/Hardcore Hip Hop
THE WALLETS -,
THE WANKIN' TEENS -,
THE WEE PAPA GIRLS -,UK Hip Hop
Jimmy Eat World,Alternative Rock/Emo-Pop/Emo
Ice Cube,West Coast Hip Hop/Gangsta Rap/Political Hip Hop
Heather Woods Broderick,Contemporary Folk/Ambient
Seu Jorge,Samba-rock
lovelytheband,Pop Rock/Indie Pop
The Blue Nile,Sophisti-Pop/Art Pop/Ambient Pop
Grandaddy,Indie Rock/Indie Pop/Slacker Rock
Grand Scheme,
AERO GROS M,HexD/Cloud Rap/Experimental Hip Hop
The Blasters,Rockabilly/Roots Rock/Rock & Roll
Grady,Southern Rock/Blues Rock/Stoner Rock
midwxst,Pop Rap/Trap/Digicore
"Lydia Ganada,Aleebi",
Lykke Li,Indie Pop/Art Pop/Singer-Songwriter
SPIRIT OF THE BEEHIVE,Neo-Psychedelia/Indie Rock/Noise Pop
Gov't Mule,Southern Rock/Blues Rock/Jam Band
Gouge Away,Hardcore Punk
The Blues Magoos,Psychedelic Rock/Garage Rock/Jazz-Rock
Lyle Lovett,Progressive Country/Singer-Songwriter/Contemporary Country
The Bonzo Dog Doo-Dah Band,Comedy Rock/Psychedelic Pop/Music Hall
michel legrand,Film Score/Film Soundtrack/Chanson
Gorgeous Bully,Slacker Rock/Indie Pop
Greg Freeman,
STATIC AGE -,
The Bird and the Bear,
morcheeba,Trip Hop/Pop/Downtempo
Guided By Voices,Slacker Rock/Indie Rock/Power Pop
Guerilla Toss,Dance-Punk/Neo-Psychedelia/New Wave
Luke Hemmings,
STEFAN WEISSER -,
James Newton Howard,Film Score/Film Soundtrack/Cinematic Classical
Always Mirin,Indie Pop/Jangle Pop
The Beat Farmers,Roots Rock/Cowpunk
J.J. Cale,Blues Rock/Country Rock/Roots Rock
Lunar Vacation,Indie Pop/Dream Pop/Christmas Music
Grizzly Bear,Neo-Psychedelia/Indie Rock/Psychedelic Pop
Lung Leg,Riot Grrrl
Pink Fog - Sonja - Loud Arriver,
AKIRA WADA with FRIENDS,
Gretchen Peters,Singer-Songwriter/Americana
The Big Moon,Indie Rock/Indie Pop/Alternative Rock
michael kamen,Film Score/Film Soundtrack/Cinematic Classical
John Lee Hooker,Electric Blues/Blues/Delta Blues
Gumm,
Girls' Generation,K-Pop/Dance-Pop/J-Pop
The Chesterfield Kings,Garage Rock/Garage Rock Revival/Psychedelic Rock
Leonard Bernstein & New York Philharmonic,Modern Classical/Symphony/Show Tunes
Leon Vynehall,Downtempo/Deep House/Future Garage
Glass Animals & Raz & Afla,Alt-Pop/Indietronica/Alternative R&B
Stagnant Fools - Mock Execution - Killed By Mock Execution,
The Chosen Few,Reggae
MC Campbelle,Southern Hip Hop/Miami Bass/Electro
MC5,Garage Rock/Proto-Punk/Hard Rock
The Budos Band,Jazz-Funk/Funk/Deep Funk
ME REX,Indie Rock
METZ,
Ginuwine,Contemporary R&B/Hip Hop Soul
Andy,
AB's,
Gillian Welch,Americana/Contemporary Folk/Singer-Songwriter
MF DOOM & Omega Red,East Coast Hip Hop/Abstract Hip Hop/Instrumental Hip Hop
Os Mutantes,Psychedelic Rock/Tropic�lia/Bolero
Pip Millett,Neo-Soul
Glen Campbell,Country Pop/Countrypolitan/Nashville Sound
Janis Ian,Singer-Songwriter/Folk Pop/Contemporary Folk
Peter Tosh,Roots Reggae/Reggae/Rocksteady
The Buggles,Synthpop/New Wave/Progressive Pop
Goldfinger,
The Butchies,Queercore/Power Pop
The Buttertones,Indie Rock/Garage Rock
Shadow Self - Denial of Life - No Reason,
Godiego & Ken Narita,Pop Rock/Television Music/Bubblegum
Jane's Addiction,Alternative Rock/Acoustic Rock/Funk Metal
meenoi,
Go_A,Trance/Electronic Dance Music/Psytrance
Phantom Planet,Power Pop/Alternative Rock/Indie Rock
Gnarls Barkley,Neo-Soul/Pop Soul/Trip Hop
"Lahaka Rhetorit,Yossi Elephant",
Oscar Peterson,Jazz/Cool Jazz/Christmas Music
The Charlie Daniels Band,Southern Rock/Country Rock/Country
Pinegrove,Indie Rock/Alt-Country/Midwest Emo
The Band Perry,Contemporary Country/Country Pop/Adult Contemporary
Stegosaurus Rex,
�dith Piaf,
Lovesliescrushing,Ambient/Drone/Shoegaze
Superorganism,Indietronica/Electropop/Glitch Pop
Terror,Hardcore Punk/Metalcore/Beatdown Hardcore
Jakob,Post-Rock
Lewis OfMan,Synthpop/Electropop/French Pop
Sa!koro,PluggnB
Hans Zimmer & Benjamin Wallfisch,Film Score/Cinematic Classical/Epic Music
Ryan Gosling & Emma Stone,
Larkin Poe,Blues Rock/Folk Rock/Americana
Lubalin,
Stealers Wheel,Pop Rock/Folk Rock/British Folk Rock
Oxlade,Afrobeats
Owl City & Carly Rae Jepsen,Indietronica/Electropop/Pop Rock
Thaiboy Digital,Trap/Cloud Rap/Pop Rap
Luckaleannn,Cloud Rap/Trap/Experimental Hip Hop
Owl City,Indietronica/Electropop/Pop Rock
Tennis,Electronic/IDM
the strokes,Indie Rock/Garage Rock Revival/Post-Punk Revival
Tenci,
Love_1,
redveil,East Coast Hip Hop/Abstract Hip Hop/Trap
Teenage Fanclub,Power Pop/Jangle Pop/Alternative Rock
Hazel English,Indie Pop/Dream Pop/Synthpop
quinn,
Louis Prima,Swing/Traditional Pop/Big Band
Louis The Child,Future Bass/Electropop/Alt-Pop
Louke Man,Outsider House
Jacques Greene,Future Garage/UK Bass/UK Funky
Jadakiss,East Coast Hip Hop/Hardcore Hip Hop/Pop Rap
Harvey Danger,Alternative Rock/Power Pop/Indie Rock
Survivor,AOR/Hard Rock/Film Soundtrack
Harto Fali�n,Plugg/Cloud Rap/Pop Rap
Pierce Fulton,Indie Pop/Festival Progressive House/Progressive House
Joe Satriani,Hard Rock/Progressive Rock/Rock
Harry Chapin,Singer-Songwriter/Soft Rock/Folk Rock
Hako Yamasaki,Folk Pop/Singer-Songwriter/New Music
Hailu Mergia & The Walias,Ethio-Jazz
James McMurtry,Singer-Songwriter/Roots Rock/Americana
Alps Cru,Hip Hop/Boom Bap
John Cale,Art Rock/Art Pop/Baroque Pop
Starry Cat,
The Aquadolls,Surf Rock/Slacker Rock
The Arcs,Blues Rock/Indie Rock
Over The Garden Wall,
The Association,
H2O,
Lukas Nelson & Promise of the Real,None
The 5th Dimension,Pop Soul/Sunshine Pop/Psychedelic Pop
Gym Class Heroes,Pop Rap/Dance-Pop/East Coast Hip Hop
Altan Urag,Folk Rock/Mongolian Throat Singing/Mongolian Music
Jessica Lea Mayfield,Alt-Country/Indie Rock/Singer-Songwriter
Let's Eat Grandma,Electropop/Dance-Pop/Electro House
Peter Bjorn and John,Indie Pop/Indie Rock
Aluna,
Guns N' Roses,Hard Rock/Glam Metal/Acoustic Rock
HARLO,
John Baldry,Blues Rock/Blues/Pop
Luis Enrique,Salsa rom�ntica/Latin Pop
Levon Helm,Roots Rock/Country Rock/Americana
Allen Toussaint,New Orleans R&B/Southern Soul/New Orleans Blues
James Brown & The Famous Flames,Funk/Soul/Rhythm & Blues
Hailee Steinfeld,Electropop/Dance-Pop/Film Soundtrack
The Aces,Pop Rock/Dance-Pop
The Adult Net,Indie Pop/Pop Rock/New Wave
The Alan Parsons Project,Progressive Pop/Art Rock/Pop Rock
The Alchemist,Instrumental Hip Hop/Abstract Hip Hop/Drumless
James Ferraro,Hypnagogic Pop/Utopian Virtual/Ambient
James Gang,Hard Rock/Blues Rock/Rock
The All-American Rejects,Pop Rock/Alternative Rock/Power Pop
HONNE,Alternative R&B/Synthpop/Contemporary R&B
Starship,Pop Rock/AOR/Film Soundtrack
Stars Of The Lid,Ambient/Drone
Stars Hollow,Midwest Emo
HELIUM -,
Ariana Grande & Nathan Sykes,Contemporary R&B/Dance-Pop/Electropop
Eleri Ward,Plunderphonics
Spanish Harlem Orchestra,Salsa dura
Yuko Imai,City Pop
Clarence Clarity,Glitch Pop/Alternative R&B/Electropop
Refugee Camp All Stars,Hip Hop
Sierra Ferrell,Americana/Traditional Country/Western Swing
VIV AKHALDREN -,Post-Punk/Psychedelic Rock/Neo-Psychedelia
VIVA SATELLITE -,
Punch Brothers,Progressive Bluegrass
Morton Subotnick,Electronic/Tape Music/Modern Classical
VKTMS -,Punk Rock
Citizen King,Alternative Rock
Mos Def,East Coast Hip Hop/Neo-Soul/Conscious Hip Hop
Klaatu,Progressive Pop/Pop Rock/Psychedelic Pop
VOLUMES OF MADNESS -,2 Tone/Pop/New Wave
Katy Kirby,Indie Pop
VUKOVI,Alternative Rock
Vacations,None
Cindy,City Pop/Dance-Pop
Moses Sumney,Art Pop/Singer-Songwriter/Art Rock
Peebs The Prophet,
Sigma,Power Metal
1600J,Plugg/PluggnB/Pop Rap
Kiyotaka Sugiyama,
VIDI VITTIES -,
Traffik Island,
Remember Sports,
United Common Records,Power Pop/New Wave/Pop Rock
United States Of America,
Unknown Artist,
Unloved,Dream Pop/Indie Pop
b'',b'Idol kay/Disco'
Unwound,Post-Hardcore/Noise Rock/Art Rock
User2222,Trap [EDM]
Colbie Caillat,Folk Pop/Pop/Singer-Songwriter
"Beck, Bogert & Appice",Hard Rock/Blues Rock
Yumi Matsutoya,None
Regulate,New York Hardcore/Beatdown Hardcore/Hardcore Punk
Cobra Starship,Pop Rock/Film Soundtrack/Dance-Pop
Katie Lynne Sharbaugh,
Morgan Reese,
VERTEX T. -,
VERTIGO -,
Cloud Nothings,Indie Rock/Post-Hardcore/Emo
Clothilde,Y�-y�/Psychedelic Pop
VIBRANT FIASCO -,
Clipse,Southern Hip Hop/Gangsta Rap
Belle & Sebastian,Shoegaze
Redbone,Swamp Rock/Funk Rock/Pop Rock
Chromatics,
Benge,Electronic/IDM/Ambient
Keiichi Okabe,Video Game Music
Veruca Salt,Alternative Rock/Grunge/Power Pop
"Chick Corea,The Spanish Heart Band",Jazz Fusion/Jazz/Post-Bop
Vibetree,
Ben&Ben,
Benches,
Ms Nina,Neoperreo/Reggaet�n/Cumbia argentina
Vicetone,Festival Progressive House/Dance-Pop/Electro House
Vicky,
Cher Lloyd,Dance-Pop/Electropop/Synthpop
Youth Lagoon,Psychedelic Pop/Dream Pop/Art Pop
Push Kings,Indie Pop/Power Pop
Mujeres Podridas,
Cheap Trick,Power Pop/Hard Rock/Pop Rock
Vieux Farka Tour�,Songhai Music/Mande Music
Reba McEntire,Contemporary Country/Country Pop/Country
Mulatu Astatke,Ethio-Jazz/Afro-Jazz/Latin Jazz
Muluq�n M�ll�ss�,Tizita/Ethio-Jazz
Kelela,Alternative R&B/UK Bass/Breakbeat
Charlotte Day Wilson,Neo-Soul/Contemporary R&B
Chief Keef,Drill/Cloud Rap/Gangsta Rap
Childbirth,Riot Grrrl
Red Aunts,Punk Rock/Riot Grrrl
China Anne McClain,
Christopher Cross,Yacht Rock/Soft Rock/Adult Contemporary
Christine and the Queens,Synthpop/French Pop/Art Pop
Christina Perri,Pop/Singer-Songwriter/Adult Contemporary
Christina Aguilera,Pop/Contemporary R&B/Pop Soul
Vanilla,None
Christian Kuria,
Christ vs. Warhol,
Chrissy Zebby Tembo,Zamrock
Vanilla Fudge,None
Chris Stapleton,Contemporary Country/Americana/Country Rock
Ninth Realm,Thrash Metal
Red House Painters,Slowcore/Folk Rock/Contemporary Folk
Keane,Piano Rock/Post-Britpop/Pop Rock
Vegyn,Experimental Hip Hop/IDM/Ambient
Vein.fm,Metalcore/Mathcore
Kitchen Dwellers,
Venetian Snares,Breakcore/Flashcore/Drill and Bass
YoungBoy Never Broke Again,Trap/Southern Hip Hop/Pop Rap
Kehlani,Contemporary R&B/Alternative R&B/Neo-Soul
Unbreakable Bonds - Sordid Blade - Every Battle Has Its Glory,
Coma Cinema,Indie Pop/Slacker Rock/Bedroom Pop
Comacozer,Stoner Rock/Psychedelic Rock/Space Rock
311,Alternative Rock/Rap Rock/Funk Rock
DJ Jazzy Jeff & The Fresh Prince,East Coast Hip Hop
Richie Havens,Folk Rock/Contemporary Folk/Soul
Richie Cunning,
Kaitlyn Aurelia Smith & Emile Mosseri,Progressive Electronic/Ambient/Art Pop
DJ Atlance,
Richard Thompson,
Trudy and the Romance,Neo-Psychedelia/Dream Pop
DETENTION -,Punk Rock
SiR,Contemporary R&B/Alternative R&B
Tsegue-Maryam Guebrou,Western Classical Music
Current Joys,Slacker Rock/Indie Pop/Bedroom Pop
DAY6 (Even of Day),
DAY6,
Richard & Linda Thompson,
Turnover,Dream Pop/Indie Rock/Indie Pop
ZIMBO CHIMPS -,
D Savage Archive,Plugg/Trap/West Coast Hip Hop
C�line Dion,Adult Contemporary/Pop/French Pop
Cyndi Lauper,Pop Rock/Pop/New Wave
Cyberbully Mom Club,Bedroom Pop/Indie Folk/Slacker Rock
Mirah,Singer-Songwriter/Indie Pop/Art Pop
Tritonal,Electro House/Progressive Trance/Trance
DJ SWAMP -,
DJ Shadow,Instrumental Hip Hop/Turntablism/Experimental Hip Hop
Daily J,
Barbra Streisand,Traditional Pop/Show Tunes/Adult Contemporary
Tram,
Daddy,
Snoop Dogg,West Coast Hip Hop/Contemporary R&B/Pop Rap
Dabeull,
Ride,Shoegaze/Alternative Rock/Jangle Pop
Ricky Montgomery,Indie Pop/Pop Rock
Barcelona,Alternative Rock
Bardo Pond,Psychedelic Rock/Noise Rock/Space Rock
Travis Bretzer,Jangle Pop
Barenaked Ladies,Pop Rock/Alternative Rock/Jangle Pop
Ricky Martin,Latin Pop/Dance-Pop/Pop
"DOMi & JD BECK, Anderson .Paak, Busta Rhymes & Snoop Dogg",
3OH!3,Electropop/Pop Rap/Pop Rock
Minoru Muraoka,Jazz Fusion/Japanese Folk Music
Minutemen,Post-Hardcore/Post-Punk/Alternative Rock
Rickie Lee Jones,Singer-Songwriter/Jazz Pop/Vocal Jazz
Plums,Indie Pop
Curtis Knight & The Squires,Hard Rock/Psychedelic Rock
2Pac,West Coast Hip Hop/Gangsta Rap/Conscious Hip Hop
Comeback Kid,Hardcore Punk/Melodic Hardcore
Corella,
Peace,Conscious Hip Hop/Experimental Hip Hop
ULTRA VULVA -,Art Pop/Pop Rock
22� Halo,Slowcore
Cory Wong,Funk/Pop Soul/Contemporary Folk
Karriem Riggins,
Corpse,
UNION WAYS -,Nu Metal/Hard Rock/Alternative Metal
UNREST -,Indie Rock/Slacker Rock/Post-Hardcore
Corinne Bailey Rae,Pop Soul/Jazz Pop/Sophisti-Pop
